6c2bc4fdc105ca273ce379a4119035568dd48680,HAMA-914,Improvement,Boolean flag (isCompressed) is required only when runtime compression is enabled.,bsp core,Major,100,,,,,,,,
99d750bf38d4063b0f81d1838104508b53715262,/,/,    revert to 1617395,/,/,92.98423996,,,,,,,,
7c877dc938e3ddf9686254a9a2eb321d8144194e,/,/,    cleanup queue impls,/,/,92.98423996,,,,,,,,
0754a1492ab447aafdfdf7aff35d0a15e5cacda1,/,/,    test,/,/,100,,,,,,,,
627d49ff942de3b95fc0c9c9cca0fa45d40cb925,/,/,    Fix compilation with jdk 6,/,/,100,,,,,,,,
9f43db884157a98d312099cdf5d1c5ef6d593d98,/,/,    Fix a bug of readFields() method.,/,/,100,,,,,,,,
4caccda58632e67007c3d30bcd5357134f39c7b6,HAMA-910,Improvement,Web UI Improvement ,web UI,Major,99.47064485,,,,,,,,
c5c0c3d8bbab1947480d9005bab72dde542835c7,/,/,    Remove useless imports,/,/,100,,,,,,,,
410afba9ec3096161597166ba81403da0e89e8ea,/,/,    Fixed a bug in the mesos module that caused spaces to appear in the HAMA_HOME path when hama was deployed in mesos tasks.,/,/,100,,,,,,,,
335c293c8dd399aa2be2f090331383243758c8b8,/,/,    Fix a bug that system doesn't get correct path,/,/,100,,,,,,,,
607998808f7ee6a53ab83c1395610abd0d51bd8d,/,/,    Add new committer to team list,/,/,100,,,,,,,,
cb13b2fa0b1c7cc5168d6aa008f7bd8ba7b46777,HAMA-911,Bug,Update the maven-site-dependency to 3.3,build ,Minor,100,,,,,,,,
d17c4f8422a0fbbeaf0484342f252d13be7dc616,/,/,    Rename loopBackMessages to loopBackMessage,/,/,100,,,,,,,,
dd6b41e92f1776c86720ea7c1efa0f1130ae56f1,/,/,    Remove unused imports,/,/,100,,,,,,,,
2d8809dbcd8d829064d5f6e1679a71723f4bdaa6,/,/,    catch and ignore meaningless BindException,/,/,100,,,,,,,,
